»ç¾÷Àå¸í,Æó¾÷ÀÏÀÚ,ÁÂÇ¥X,ÁÂÇ¥Y,µ¥ÀÌÅÍ°»½Å½ÃÁ¡,µ¥ÀÌÅÍ°»½Å±¸ºÐ,»ó¼¼¿µ¾÷»óÅÂÄÚµå,»ó¼¼¿µ¾÷»óÅÂ¸í,ÃÖÁ¾¼öÁ¤½ÃÁ¡,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÀÎÇã°¡ÀÏÀÚ,¼ÒÀçÁö¿ìÆí¹øÈ£,Áö¹øÁÖ¼Ò,°ü¸®¹øÈ£,°³¹æÀÚÄ¡´ÜÃ¼ÄÚµå,µµ·Î¸íÁÖ¼Ò,µµ·Î¸í¿ìÆí¹øÈ£,¿µ¾÷»óÅÂ±¸ºÐÄÚµå,¿µ¾÷»óÅÂ¸í,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,¼ÒÀçÁöÀüÈ­¹øÈ£,ÃÑ±Ô¸ð
ÃµÁöÀÎ¸ÞµðÄ®,,209856.1161416,456761.921129526,2026-04-26 22:32:26,I,13,¿µ¾÷Áß,2021-08-27 10:17:09,,1997-07-16,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ ***-*,PHMG120213060034047000099,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»¿ª·Î ***, SKV*¼¾ÅÍ A****È£ (½Å³»µ¿)",02262,01,¿µ¾÷/Á¤»ó,,,02-926-8671,
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì ¸é¸ñÇÑ½ÅÁ¡,2019-10-17,206675.006142133,453769.2438681,2026-04-26 22:32:17,I,03,Æó¾÷,2019-10-17 17:05:24,,2015-08-12,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£,PHMG120153060034047000065,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î*±æ * (¸é¸ñµ¿),02133,03,Æó¾÷,,,,
(ÁÖ)¿¬½Â¾àÇ°,2020-11-30,207684.660241319,454545.115880047,2026-04-26 22:32:13,I,03,Æó¾÷,2020-11-30 16:10:24,,2014-02-11,,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö **È£ ÁöÇÏ*Ãþ, *Ãþ***È£",PHMG120143060034047000012,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î ***, ÁöÇÏ*Ãþ, *Ãþ ***È£ (»óºÀµ¿)",02153,03,Æó¾÷,,,02-438-0633,
¹ÎÆ®1È£Á¡,,197567.747824202,452347.973860449,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2023-05-18 10:30:51,,2023-05-15,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³»¼öµ¿ ** ¿ëºñ¾îÃµ°¡,PHMG120233000034047000028,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î*±æ **, ****È£ (³»¼öµ¿, ¿ëºñ¾îÃµ°¡)",03173,01,¿µ¾÷/Á¤»ó,,,,
Á¦ÀÌÄÉÀÌÄÄÆÛ´Ï,,207377.836705846,457407.03297585,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2025-08-13 13:37:15,,2022-05-11,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ *-*,PHMG120253060034047000050,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î**°¡±æ **, ***È£ (¹¬µ¿)",02021,01,¿µ¾÷/Á¤»ó,,,,
ÄÚ¸®¾Æ·¹ÀÌÀú,2010-04-12,206953.015542613,455633.705674039,2026-04-26 22:32:03,I,03,Æó¾÷,2010-04-12 10:34:13,,2009-02-18,131-876,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­*µ¿ ***¹øÁö **È£ ÁöÃþ,PHMG120093060034047000010,3060000,,,03,Æó¾÷,,,22099959,
¼¼ºìÀÏ·¹ºì Á¾·ÎÇÔÃá¿øÁ¡,2017-10-31,200026.969169963,452922.664761322,2026-04-26 22:32:17,I,03,Æó¾÷,2017-10-31 17:24:11,,2014-11-26,110-460,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿¬°Çµ¿ ***¹øÁö *È£ ÁöÇÏ*Ãþ,PHMG120143000034047000110,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ´ëÇÐ·Î*±æ **, ÁöÇÏ*Ãþ (¿¬°Çµ¿)",03082,03,Æó¾÷,,,02-763-9669,
À¯Áø¸ÞµðÄÉ¾î,,207184.517412014,456024.511905725,2026-04-26 22:32:17,I,15,ÀüÃâ,2019-06-12 16:33:57,,2015-11-13,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***¹øÁö **È£ ***µ¿ ***È£,PHMG120153060034047000082,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ **, ***µ¿ ***Ãþ (ÁßÈ­µ¿, ÇÑ¿µ¾ÆÆÄÆ®)",02046,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
¢ßÀÌÈ­¹ÙÀÌ¿À¸Þµñ½º,2019-05-09,199722.033221495,454310.699049879,2026-04-26 22:32:06,I,03,Æó¾÷,2019-05-09 18:14:17,,2008-08-28,110-521,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*°¡ *¹øÁö *È£,PHMG120083000034047000035,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼º±Õ°ü·Î**±æ ** (¸í·û*°¡),03066,03,Æó¾÷,,,02-2055-3820,
¼¼ºìÀÏ·¹ºì ¸é¸ñ¾Æ¸§Á¡,2023-05-15,206858.791111224,453702.89360652,2026-04-26 22:32:26,I,03,Æó¾÷,2023-05-16 13:15:01,,2021-05-07,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-**,PHMG120213060034047000065,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î**±æ **, *Ãþ (¸é¸ñµ¿)",02231,03,Æó¾÷,,,,
(ÁÖ)ÇÑ±¹È­ÀåÇ°Á¦Á¶,2014-11-17,198284.392181266,451901.406014861,2026-04-26 22:32:04,I,03,Æó¾÷,2014-11-17 18:00:07,,2007-03-13,110-790,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼­¸°µ¿ **¹øÁö ÁöÇÏ*Ãþ,PHMG120073000034047000007,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î **, ÁöÇÏ*Ãþ (¼­¸°µ¿)",,03,Æó¾÷,,,02-724-3553,
¼¼¶óÁª »óºÀÁöÁ¡,2004-10-22,206745.3156041,454434.614373964,2026-04-26 22:31:56,I,03,Æó¾÷,2009-07-22 09:57:56,,2001-04-16,131-823,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ*µ¿ ***¹øÁö **È£ *Ãþ,PHMG120013060034047000009,3060000,,,03,Æó¾÷,,,02-494-2175,216.49
µ¿¾ç°úÇÐ,2013-12-27,199114.216114333,452698.204895564,2026-04-26 22:32:15,I,03,Æó¾÷,2013-12-27 13:38:44,,2013-09-05,110-360,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿Í·æµ¿ **¹øÁö *È£,PHMG120133000034047000038,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ À²°î·Î*±æ **, *Ãþ (¿Í·æµ¿)",,03,Æó¾÷,,,02-3672-7211,
¼¼¸²¿¡¶ìÀÓ,2015-03-24,208346.809500308,454997.16709021,2026-04-26 22:32:14,I,03,Æó¾÷,2015-03-24 16:22:13,,2014-08-28,131-809,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***¹øÁö *È£,PHMG120143060034047000048,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î**±æ ** (¸Á¿ìµ¿),,03,Æó¾÷,,,02-433-2345,
³»°¡º¸¸ÞµðÅØ °Ç°­Ã¼Çè½Ç,2005-12-02,208416.034548762,455911.383454322,2026-04-26 22:31:56,I,03,Æó¾÷,2009-07-23 13:08:23,,2003-07-28,131-866,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»*µ¿ ***¹øÁö *È£ *Ãþ,PHMG120033060034047000020,3060000,,,03,Æó¾÷,,,02-3421-0990,70
(ÁÖ)ºñ¾Ë³×Æ®ÄÞ,2020-07-06,199749.709303956,452471.681673191,2026-04-26 22:32:10,I,03,Æó¾÷,2020-07-06 17:11:24,,2010-12-16,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿ø³²µ¿ **¹øÁö **È£ º¸·Éºôµù,PHMG120103000034047000053,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢°æ±Ã·Î ***, º¸·Éºôµù **Ãþ (¿ø³²µ¿)",03127,03,Æó¾÷,,,02-2677-0212,
ÁÖ½ÄÈ¸»ç ½ºÀ­ÄÄÆÛ´Ï,,201273.887781838,452163.292543039,2026-04-26 22:32:34,I,13,¿µ¾÷Áß,2023-12-18 09:49:49,,2023-12-15,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Åµ¿ ***-** ½ÃÁð,PHMG120233000034047000070,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁöºÀ·Î **, ½ÃÁð *Ãþ J**-**È£ (Ã¢½Åµ¿)",03121,01,¿µ¾÷/Á¤»ó,,,,
ÄÚ½ºÆ®¾Æ¿ï·¿,,208208.786684767,457054.793655589,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2025-09-01 15:17:16,,2017-01-11,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ *** È¨ÇÃ·¯½º ¼­¿ï ½Å³»Á¡,PHMG120253060034047000058,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î ***, È¨ÇÃ·¯½º ¼­¿ï ½Å³»Á¡ *Ãþ XBY*È£ (½Å³»µ¿)",02024,01,¿µ¾÷/Á¤»ó,,,,
WMK(´õºíÀ¯¿¥ÄÉÀÌ),,206896.276763412,454957.691384802,2026-04-26 22:32:20,I,15,ÀüÃâ,2020-12-23 14:10:31,,2017-09-20,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***¹øÁö **È£ Á¦ÀÌÆÄÅ©ºô ***È£,PHMG120173060034047000048,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***³ª±æ **-*, ***È£ (ÁßÈ­µ¿, Á¦ÀÌÆÄÅ©ºô)",02108,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
ÁÖ½ÄÈ¸»ç ÅëÀÏÀÇ·á±â,2021-09-08,200683.347665068,452121.204130185,2026-04-26 22:32:26,I,03,Æó¾÷,2021-09-08 16:05:37,,2021-03-18,,,PHMG120213000034047000018,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î *** (Á¾·Î*°¡),03124,03,Æó¾÷,,,02-741-1461,
¿Ã¸®ºê¿µ ¼º±Õ°ü´ëÁ¡,2019-05-28,199769.96511678,453520.42735819,2026-04-26 22:32:17,I,03,Æó¾÷,2019-05-28 16:35:51,,2014-11-25,110-522,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*°¡ ***¹øÁö *Ãþ,PHMG120143000034047000108,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼º±Õ°ü·Î **, *Ãþ (¸í·û*°¡)",03074,03,Æó¾÷,,,02-763-7077,
GS25 Ã»Áøº»Á¡,,198120.637972874,452198.433879026,2026-04-26 22:32:28,I,13,¿µ¾÷Áß,2022-02-10 20:27:48,,2022-02-09,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»Áøµ¿ ***-* *Ãþ,PHMG120223000034047000037,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*±æ **, *Ãþ (Ã»Áøµ¿)",03156,01,¿µ¾÷/Á¤»ó,,,02-735-5556,
±¤¼±¸ÞµðÄ®,2026-01-26,207643.30627752,453823.84477271,2026-04-26 22:32:00,I,03,Æó¾÷,2026-02-27 15:30:46,,2007-07-30,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-**,PHMG120073060034047000014,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î**±æ **, *Ãþ (¸é¸ñµ¿)",02219,03,Æó¾÷,,,02-435-1415,
°Ç°­ÀÇ·á±â,2021-01-12,199604.126391683,452012.894257171,2026-04-26 22:32:15,I,03,Æó¾÷,2021-01-12 14:46:16,,2013-08-21,110-853,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **¹øÁö *È£,PHMG120133000034047000036,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***, *Ãþ (Á¾·Î*°¡)",03194,03,Æó¾÷,,,02-2039-1988,
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì ÆòÃ¢Á¡,2019-10-16,196915.715098031,456069.982694811,2026-04-26 22:32:16,I,03,Æó¾÷,2024-02-07 15:22:08,,2014-11-03,110-847,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÆòÃ¢µ¿ ***¹øÁö *È£,PHMG120143000034047000046,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÆòÃ¢**±æ ** (ÆòÃ¢µ¿),03008,03,Æó¾÷,,,02-394-9077,
À¯Çï½ºÄÉ¾î ÁÖ½ÄÈ¸»ç,,197595.161312175,452460.054621887,2026-04-26 22:32:28,I,13,¿µ¾÷Áß,2021-08-17 17:05:03,,2021-08-17,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àû¼±µ¿ *** ±¤È­¹® ÇÃ·¡Æ¼³Ñ ***È£,PHMG120213000034047000110,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î*°¡±æ **, ±¤È­¹® ÇÃ·¡Æ¼³Ñ ***È£ (Àû¼±µ¿)",03170,01,¿µ¾÷/Á¤»ó,,,,
½Å¼º°úÇÐ»ç,,198966.783737917,452513.796183973,2026-04-26 22:32:34,I,13,¿µ¾÷Áß,2024-05-30 16:30:29,,2024-05-30,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÍ¼±µ¿ **-*,PHMG120243000034047000022,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïÀÏ´ë·Î**°¡±æ **, *Ãþ ***È£ (ÀÍ¼±µ¿)",03132,01,¿µ¾÷/Á¤»ó,,,02-3675-0617,
¼¼¶óÁª ÄÚ½ºÆ®ÄÚ »óºÀÁ¡,,207897.260402153,454953.363448013,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2024-01-18 13:41:38,,2024-01-17,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ** ÄÚ½ºÆ®ÄÚ»óºÀÁ¡,PHMG120243060034047000004,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î ***, ÄÚ½ºÆ®ÄÚ»óºÀÁ¡ *Ãþ (»óºÀµ¿)",02150,01,¿µ¾÷/Á¤»ó,,,,
GS25 »ó¸í»ç¶ûÁ¡,2025-12-30,196268.479696575,455316.074423675,2026-04-26 22:32:33,I,03,Æó¾÷,2025-12-30 14:17:00,,2022-11-22,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ È«Áöµ¿ **-*,PHMG120223000034047000209,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼¼°ËÁ¤·Î ***, *Ãþ (È«Áöµ¿)",03017,03,Æó¾÷,,,,
¿¥¿¡½º¸ÞµðÄ®,2010-09-30,207982.810825453,454980.023827024,2026-04-26 22:32:04,I,03,Æó¾÷,2010-09-30 15:14:41,,2009-09-28,131-858,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ*µ¿ **¹øÁö *È£ ***µ¿ b***È£,PHMG120093060034047000057,3060000,,,03,Æó¾÷,,,,
ÁÖ½ÄÈ¸»ç ¿ïÆ®¶óÄÚ¸®¾Æ,,198592.597470985,452190.992738652,2026-04-26 22:32:13,I,13,¿µ¾÷Áß,2023-06-22 09:02:06,,2011-09-19,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÎ»çµ¿ ***-** ÅÂÈ­ºôµù,PHMG120113000034047000044,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÎ»çµ¿*±æ **, ÅÂÈ­ºôµù *Ãþ (ÀÎ»çµ¿)",03162,01,¿µ¾÷/Á¤»ó,,,02-2003-8441,
¸Þµð¿¡ÀÌ,2012-04-04,199035.365798345,452223.87544057,2026-04-26 22:32:07,I,03,Æó¾÷,2012-04-04 14:39:55,,2009-03-20,110-807,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ·ÀÇµ¿ **¹øÁö *È£ ³«¿ø¿ÀÇÇ½ºÅÚ ***È£,PHMG120093000034047000014,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ·È­¹®·Î**±æ ** (µ·ÀÇµ¿,³«¿ø¿ÀÇÇ½ºÅÚ ***È£)",,03,Æó¾÷,,,,
(ÁÖ)È­¾ç¹«¿ª,2010-11-22,,,2026-04-26 22:32:05,I,03,Æó¾÷,2010-11-22 14:20:34,,2009-12-24,131-861,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ*µ¿ ***¹øÁö ***È£,PHMG120093060034047000080,3060000,,,03,Æó¾÷,,,,
´ëÁø¹ÙÀÌ¿À,2011-04-14,200900.419461277,452061.01830108,2026-04-26 22:32:10,I,03,Æó¾÷,2011-04-14 14:29:24,,2010-10-20,110-842,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Å*µ¿ ***¹øÁö **È£,PHMG120103000034047000040,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î**±æ ** (Ã¢½Åµ¿),,03,Æó¾÷,,,,
À¯ÇÑ¿¥¿¤¾¾,2024-10-16,206977.524227156,455758.37954118,2026-04-26 22:31:56,I,03,Æó¾÷,2024-10-16 15:07:20,,1995-02-22,131-875,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­*µ¿ ***¹øÁö **È£ ÁöÇÏÃþ,PHMG119953060034047000001,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ **, ÁöÃþ (ÁßÈ­µ¿)",02050,03,Æó¾÷,,,02-2207-4777,115.02
¾¾À¯ ¾ç¿ø¿ªÁ¡,,209344.563786998,456079.400165301,2026-04-26 22:32:29,I,13,¿µ¾÷Áß,2022-07-13 15:22:07,,2022-07-12,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***-* ¶óº¥´õÈú,PHMG120223060034047000140,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¾ç¿ø¿ª·Î**³ª±æ **, ¶óº¥´õÈú ***È£ (¸Á¿ìµ¿)",02057,01,¿µ¾÷/Á¤»ó,,,,
ÁÖ½ÄÈ¸»ç ¿¹°¡ÄÄÆÛ´Ï,,206821.108967706,456096.359567266,2026-04-26 22:32:26,I,13,¿µ¾÷Áß,2021-10-05 10:34:39,,2021-10-01,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***-*,PHMG120213060034047000117,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, °¡µ¿ *Ãþ ¾¾-**È£ (¹¬µ¿)",02010,01,¿µ¾÷/Á¤»ó,,,,
¿Á¼­½º ¾îÇÇ´ÏÆ¼ ¸ÞµðÄÃ,,208533.165197782,454186.696918605,2026-04-26 22:32:17,I,13,¿µ¾÷Áß,2016-04-29 16:39:48,,2016-04-26,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿,PHMG120163060034047000023,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î *** (¸é¸ñµ¿, Ã»ÆÄºôµù)",02189,01,¿µ¾÷/Á¤»ó,,,02-439-6363,
(ÁÖ)ÇÑ±¹¹Ý·Áµ¿¹°¾ÆÄ«µ¥¹Ì,2026-01-26,201809.67645682,452460.718015096,2026-04-26 22:32:22,I,03,Æó¾÷,2026-01-26 18:18:29,,2017-03-30,,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎµ¿ ***¹øÁö *È£ ÅÂÁ¤ºôµù *Ãþ ***È£, *Ãþ ***È£, ***È£",PHMG120173000034047000026,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***, ÅÂÁ¤ºôµù ***, ***, ***È£ (¼þÀÎµ¿)",03115,03,Æó¾÷,,,02-6959-3985,
¾¾À¯ Á¾·Î¸í·û2°¡Á¡,2016-12-28,199920.139694741,453560.115981456,2026-04-26 22:32:18,I,03,Æó¾÷,2016-12-28 17:49:05,,2015-08-07,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*°¡ *¹øÁö **È£ *Ãþ,PHMG120153000034047000056,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢°æ±Ã·Î ***, *Ãþ (¸í·û*°¡)",03075,03,Æó¾÷,,,02-766-7249,
¼­¿ï¹æ»ç¼±¼­ºñ½ºÁÖ½ÄÈ¸»ç,2020-10-06,207001.614288676,455668.7503736,2026-04-26 22:32:17,I,03,Æó¾÷,2020-10-07 10:43:58,,2015-11-19,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***¹øÁö **È£ *Ãþ,PHMG120153060034047000085,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ **, *Ãþ (ÁßÈ­µ¿)",02050,03,Æó¾÷,,,02-6239-2965,
¾ËÄ®¸®ÀÌ¿Â¼ö±â Ã¼Çè°ü,2010-02-01,208660.730154833,454976.509286377,2026-04-26 22:32:00,I,03,Æó¾÷,2010-10-13 15:50:13,,2007-11-26,131-809,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìº»µ¿ ***¹øÁö *È£ ¿Ü*ÇÊÁö *Ãþ,PHMG120073060034047000026,3060000,,,03,Æó¾÷,,,,
¹Ú¹°Àå¼ö,2006-05-24,208816.849684936,455968.279915599,2026-04-26 22:31:59,I,03,Æó¾÷,2009-07-24 14:41:35,,2006-01-17,131-868,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»*µ¿ ***¹øÁö *È£ Á¤¹Îºôµù *Ãþ,PHMG120063060034047000032,3060000,,,03,Æó¾÷,,,,
µ¿¿µÄ¡°úÀç·á,2010-04-05,,,2026-04-26 22:31:57,I,03,Æó¾÷,2010-04-05 15:02:02,,1992-06-30,110-842,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Å*µ¿ ***-*,PHMG119923000034047000006,3000000,,,03,Æó¾÷,,,02-742-1865,
ÀÌÀºÀÇ·á±â,2018-03-28,198205.621520751,452254.217603167,2026-04-26 22:32:20,I,03,Æó¾÷,2018-03-28 14:47:01,,2016-11-23,,,PHMG120163000034047000076,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïºÀ·Î **, *Ãþ V**È£ (¼ö¼Ûµ¿, È£¼öºôµù)",03151,03,Æó¾÷,,,,
¿Ã·¹µð¸¶ÄÏ,2023-07-21,198208.386453774,452193.293825248,2026-04-26 22:32:26,I,03,Æó¾÷,2023-07-21 15:09:48,,2020-08-31,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»Áøµ¿ *-* Ã»ÀÏºôµù ***È£,PHMG120203000034047000070,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*±æ **-*, Ã»ÀÏºôµù ***È£ (Ã»Áøµ¿)",03158,03,Æó¾÷,,,,
ÁÖ½ÄÈ¸»ç ¿¡½º¸Þµð¿Â,,198324.653631679,452252.812389497,2026-04-26 22:32:28,I,13,¿µ¾÷Áß,2022-01-10 15:28:08,,2020-02-07,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼ö¼Ûµ¿ ** µÎ»êÀ§ºêÆÄºô¸®¿Â ****È£,PHMG120223000034047000002,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïºÀ·Î **, µÎ»êÀ§ºêÆÄºô¸®¿Â ****È£ (¼ö¼Ûµ¿)",03150,01,¿µ¾÷/Á¤»ó,,,02-586-2505,
¹Ù¸¥ÀÇ·á±â¼ú,,206808.914669794,456949.35802282,2026-04-26 22:32:32,I,13,¿µ¾÷Áß,2026-01-29 09:38:15,,2019-02-15,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***-* ¹¬µ¿ÀÚÀÌ¾ÆÆÄÆ®*´ÜÁö,PHMG120223060034047000221,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¼÷¼±¿ËÁÖ·Î *-*, Á¦*Ãþ Á¦***È£ (¹¬µ¿, ¹¬µ¿ÀÚÀÌ¾ÆÆÄÆ®*´ÜÁö)",02033,01,¿µ¾÷/Á¤»ó,,,,
ÁÖ½ÄÈ¸»ç ¿øÀÏ»ó»ç,2019-09-26,199321.097114713,451966.099570602,2026-04-26 22:32:19,I,03,Æó¾÷,2019-09-26 11:30:34,,2016-08-04,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àå»çµ¿ **¹øÁö *Ãþ,PHMG120163000034047000053,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î**±æ *, *Ãþ (Àå»çµ¿)",03193,03,Æó¾÷,,,02-2265-4376,
ÇÑ³²¸ÞµðÄ®,2012-02-21,,,2026-04-26 22:32:05,I,03,Æó¾÷,2012-02-21 17:06:09,,2007-11-06,110-430,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àå»çµ¿ ** °í·Áºôµù *Ãþ,PHMG120073000034047000036,3000000,,,03,Æó¾÷,,,22732349,
Å¬¸®´ÐÆÑÆ®,2015-12-30,206823.165967179,456686.933363648,2026-04-26 22:32:15,I,03,Æó¾÷,2015-12-30 16:18:19,,2014-12-16,131-848,¹¬µ¿ ***¹øÁö **È£ ***È£,PHMG120143060034047000125,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °ø¸ª·Î **, ***È£ (¹¬µ¿)",02034,03,Æó¾÷,,,070-7591-4828,
ÁÖ½ÄÈ¸»ç Áö¿¤¿¡ÀÌÄ¡¾Øºñ,2016-07-04,198913.496136105,452416.170780139,2026-04-26 22:32:16,I,03,Æó¾÷,2016-07-04 14:03:51,,2014-06-05,110-320,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³«¿øµ¿ **¹øÁö *È£,PHMG120143000034047000029,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïÀÏ´ë·Î**±æ **, ****È£ (³«¿øµ¿, Á¾·Î¿ÀÇÇ½ºÅÚ)",03132,03,Æó¾÷,,,,
